Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL2105763,QUISINOSTAT,2,394.48,0,2.09,6,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,IC50,'=',4.86,nM,8.31,,,UO_0000065,,,,,0,CHEMBL3860986,Inhibition of full length recombinant human HDAC3/NCOR2 expressed in baculovirus infected Sf9 cells using RHKK-Ac as substrate by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL4248952,,None,472.59,1,5.22,29; AFP-458,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(/C=C/C(=O)NO)cc1,IC50,'=',6720,nM,5.17,,,UO_0000065,10.95,0.2,-0.05,6.31,0,CHEMBL4235270,Inhibition of human full length C-terminal His-tagged HDAC3/N-terminal GST-tagged human NCOR2 (395 to 489 residues) expressed in baculovirus expression system using Ac-Leu-Gly-Lys(Ac)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4229504,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL235191,TACEDINALINE,3,269.3,0,2.48,CI994,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,IC50,'=',190,nM,6.72,,,UO_0000065,24.96,0.46,4.24,7.98,0,CHEMBL4711177,Inhibition of human recombinant C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-Ac)-AMC as substrate measured after 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4706593,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 1.5 hr,INHIBITOR,
CHEMBL4210305,,None,419.53,0,3.49,1,COc1ccc(CN(CCN(C)C)c2ccc(C(=O)Nc3ccccc3N)cn2)cc1,IC50,'=',12000,nM,4.92,,,UO_0000065,11.73,0.22,1.43,5.88,0,CHEMBL4202231,Inhibition of human full length C-terminal His-tagged HDAC3/N-terminal GST-tagged human NCOR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 insect cells using HDAC substrate 3 measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4196230,1,Scientific Literature,ACS Med Chem Lett,2018,None,,,
CHEMBL3605416,,None,402.52,0,4.45,5,Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](c3ccccc3)CN2)cc1,IC50,'=',38,nM,7.42,,,UO_0000065,18.43,0.35,2.97,9.33,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL3605492,,None,404.5,0,4.28,11c,Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](c3cccnc3)CO2)cc1,IC50,'=',56,nM,7.25,,,UO_0000065,17.93,0.34,2.97,8.09,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL4208004,,None,492.66,1,5.43,6; CM-579,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4749146,,None,407.56,0,3.6,1,O=C(NO)c1ccc(CCCN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,IC50,'=',7470,nM,5.13,,,UO_0000065,12.58,0.23,1.53,7.94,0,CHEMBL4724387,Inhibition of human HDAC3/NCOR2 using RHKKAc as substrate by fluorescence method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4715885,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,
CHEMBL3605417,,None,403.51,0,4.88,11b,Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](c3ccccc3)CO2)cc1,IC50,'=',66,nM,7.18,,,UO_0000065,17.79,0.34,2.3,9.36,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL4859978,,None,363.37,0,3.06,8b-N,O=C(O)CCCO/N=C1C(=C2/C(=O)Nc3ccccc32)/Nc2ccccc2/1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4845102,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells measured after 30 mins by fluorescence microplate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4842385,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4856184,,None,627.79,2,6.12,9d,COc1cc2c(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4876993,,None,601.71,2,4.43,11,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCNCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4159087,,None,406.46,0,4.43,11,CC(C)[C@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)nc1)c1ccccc1,IC50,'=',300,nM,6.52,,,UO_0000065,16.05,0.3,2.09,6.72,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4159897,,None,431.39,0,4.86,20,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1,IC50,'=',200,nM,6.7,,,UO_0000065,15.53,0.3,1.84,7.95,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4176508,,None,432.38,0,4.26,23,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cn1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4162854,,None,389.43,0,4.4,31,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)[C@@H]2C[C@@H]2c2ccccc2)cc1,IC50,'=',200,nM,6.7,,,UO_0000065,17.2,0.32,2.3,7.95,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4444211,,None,389.43,0,3.99,7a,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2ccccc2)cc1,IC50,'=',360,nM,6.44,,,UO_0000065,16.55,0.3,2.45,7.65,0,CHEMBL4338811,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 (395 to 489 residus) using Ac-peptide as substrate incubated for 60 mins by fluorometric method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334541,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4440413,,None,515.66,1,4.29,1c,CN(C)c1ccc(C(=O)N(CCCCCC(=O)Nc2ccccc2N)CC(=O)NCc2ccccc2)cc1,IC50,'=',312,nM,6.51,,,UO_0000065,12.62,0.23,2.22,6.04,0,CHEMBL4338445,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-acetyl)-AMC as substrate incubated for 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334526,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,11,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,'=',51,nM,7.29,,,UO_0000065,16.82,0.31,3.16,6.79,1,CHEMBL4771374,Inhibition of human C-terminal His-tagged HDAC3 (1 to 428 residues)/human N-terminal GST-tagged NcoR2 (395 to 489 residues) expressed in sf9 cells using FTS as substrate preincubated for 10 mins followed by substrate addition and shaken for 60 secs and measured over 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,
CHEMBL4086442,,None,527.63,1,3.48,13b,CCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',5.7,nM,8.24,,,UO_0000065,15.62,0.29,4.76,6.63,0,CHEMBL4024076,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 90 mins followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4166987,,None,377.42,0,4.4,112; 118,C[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,IC50,'=',579.43,nM,6.24,,,UO_0000065,16.53,0.3,1.84,7.41,0,CHEMBL4275645,Inhibition of full length human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 60 mins by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,32,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,'=',2312.06,nM,5.64,,,UO_0000065,14.97,0.27,2.3,5.3,0,CHEMBL4275644,Inhibition of His6-tagged HDAC3/SMRT (395 to 489 residues) (unknown origin) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 17 hrs by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4862662,,None,504.55,1,3.81,12b,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'=',73,nM,7.14,,,UO_0000065,14.14,0.26,3.33,5.29,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4870578,,None,530.63,2,5.26,12g,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)c2cc1OC,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL3605498,,None,454.45,0,4.76,15f,Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3ccc(C(F)(F)F)cc3)CO2)cc1,IC50,'=',34,nM,7.47,,,UO_0000065,16.43,0.31,2.71,8.42,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastatin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'=',1270,nM,5.9,,381824,UO_0000065,17.58,0.32,3.1,10.25,0,CHEMBL3888201,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3098687,,None,432.52,0,0.95,16,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCCc1ccccc1)NO,IC50,'=',539,nM,6.27,,,UO_0000065,14.49,0.28,5.32,4.59,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL3098692,,None,404.47,0,1.09,12,O=C(CCCCC[C@H](NC(=O)C1CCCNC1=O)C(=O)Nc1ccccc1)NO,IC50,'=',116,nM,6.94,,,UO_0000065,17.15,0.33,5.85,5.08,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL3098691,,None,390.44,0,0.84,11,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO,IC50,'=',89,nM,7.05,,,UO_0000065,18.06,0.34,6.21,5.16,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL4450805,,None,514.67,2,5.15,1j,Cc1ccc(CNC(=O)CN(CCCCCC(=O)Nc2ccccc2N)C(=O)c2cc(C)cc(C)c2)cc1,IC50,'=',478,nM,6.32,,,UO_0000065,12.28,0.23,1.17,6.05,0,CHEMBL4338445,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-acetyl)-AMC as substrate incubated for 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334526,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4437833,,None,337.35,0,3.23,16,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,IC50,'=',25100,nM,4.6,,,UO_0000065,13.64,0.25,1.37,6.12,0,CHEMBL4310912,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Ac-Arg-Gly-Lys(Ac) as substrate measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,
CHEMBL4873711,,None,613.76,2,6.12,9f,COc1cc2c(NCC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4849689,,None,612.77,2,7.18,9h,COc1cc2c(NCC3CCC(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4856508,,None,612.77,2,7.07,9j-trans,COc1cc2c(NCc3ccc([C@H]4CC[C@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4856550,,None,425.49,0,4.3,12j-trans,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@H](C(=O)NO)CC3)c2cc1OC,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL3110003,,None,225.25,0,2.3,3,O=C(NO)C1c2ccccc2-c2ccccc21,IC50,'=',38900,nM,4.41,,,UO_0000065,19.58,0.35,2.11,8.94,0,CHEMBL4310912,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Ac-Arg-Gly-Lys(Ac) as substrate measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,
CHEMBL4173566,,None,390.42,0,3.8,30,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)C2CC2c2ccccc2)cn1,IC50,'=',1000,nM,6,,,UO_0000065,15.37,0.28,2.2,6.18,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',110,nM,6.96,,,UO_0000065,26.33,0.5,4.49,8.87,0,CHEMBL4235270,Inhibition of human full length C-terminal His-tagged HDAC3/N-terminal GST-tagged human NCOR2 (395 to 489 residues) expressed in baculovirus expression system using Ac-Leu-Gly-Lys(Ac)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4229504,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
