zinc_id,smiles
ZINC000005967015,CO[C@@]12C[C@@H](CO)CN(C)[C@@H]1Cc1c[nH]c3cccc2c13
ZINC000006030609,C[C@@H]1C=C[C@H]2[C@@H]3[C@H]1CC[C@@](C)(O)O[C@@H]3OC(=O)[C@@H]2C
ZINC000006036811,C[C@H](Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1
ZINC000006070006,Cc1cc(O)cc(C)c1OC[C@H](C)N
ZINC000006093932,O=C(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
ZINC000006096129,NC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1
ZINC000006116336,O=C1NC(=O)[C@](c2ccccc2)(c2ccc(O)c(O)c2)N1
ZINC000006117169,C1=Cc2ccccc2NN=C1
ZINC000006117750,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1[C@@H]1CCCNCC1
ZINC000008101167,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
ZINC000008214535,CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O
ZINC000008214690,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000008582008,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCNCC1
ZINC000009111944,CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21
ZINC000011592639,CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)[C@H]2SC1
ZINC000011616526,C[C@@H](COc1ccccc1)N[C@@H](C)[C@@H](O)c1ccc(O)cc1
ZINC000011677894,CCCC[C@H](CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OC[C@@H](CC)CCCC)cc3O)n2)c(O)c1
ZINC000011677911,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1
ZINC000012503162,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
ZINC000012503208,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)N[C@@H]1C(=O)O
ZINC000012503317,CC(C)(C)C(=O)OCOC(=O)[C@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
ZINC000013537287,Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
ZINC000013674440,O=C(O[C@H]1CN2CCC1CC2)N1C[C@H](O)c2ccccc2[C@@H]1c1ccccc1
ZINC000013761819,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1
ZINC000013983450,COc1cc2c(cc1OC)[C@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2
ZINC000015449189,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
ZINC000015848251,C[C@H](I)[C@H]1OC[C@@H](CO)O1
ZINC000017110453,CCOC(=O)/C=C1/S[C@H](N2CCCCC2)C(=O)N1C
ZINC000018284778,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
ZINC000019362664,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
ZINC000021981208,CCc1cc(O)cc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3
ZINC000022001748,CC[C@](C)(Oc1cccc(C2(c3ccc(O[C@](C)(CC)C(=O)O)cc3)CCCCC2)c1)C(=O)O
ZINC000022001756,CC[C@@](C)(Oc1ccc(C2(c3cccc(O[C@](C)(CC)C(=O)O)c3)CCCCC2)cc1)C(=O)O
ZINC000022046874,CC(C)=NNc1nncc2ccccc12
ZINC000022054999,C[N+](C)([O-])CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
ZINC000022056467,CCOc1cc(C/C(O)=N\[C@@H](CC(C)C)c2ccccc2N)ccc1C(=O)O
ZINC000022058728,CCc1c2c(nc3ccc(OC(=O)N4CCC(N)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
ZINC000022060265,CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccc(O)cc2oc1=O
ZINC000022061183,CCOc1cc(C/C(O)=N\[C@H](CC(C)C)c2ccccc2N2CCC[C@@H](O)C2)ccc1C(=O)O
ZINC000022064220,C[N+]1([O-])CCN2c3ncccc3Cc3ccccc3[C@@H]2C1
ZINC000026979265,CNCCN1C(=O)[C@H](OC(C)=O)[C@@H](c2ccc(OC)cc2)Sc2ccccc21
ZINC000028631694,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)N[C@H]1C(=O)O
ZINC000029558088,CC(=O)N[C@H](CO)C(=O)NCc1ccccc1
ZINC000003945332,COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC
ZINC000004097356,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000100053855,C[C@@]12C[C@H]3C[C@@](N)(C1)C[C@@](CO)(C3)C2
ZINC000006093534,Nc1ccc(/C=N/N2CC(=O)NC2=O)o1
ZINC000012503139,NC(N)=N/N=C\c1c(Cl)cccc1Cl
ZINC000013907153,CCCN(CCC)C(=O)[C@@H](Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
ZINC000113149554,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
ZINC000017187169,Cc1cn([C@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
ZINC000021981371,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCNCC4)ccc3OCC)nc12
ZINC000022047784,CC(C)(C)NC[C@@H](O)c1ccc(OS(=O)(=O)O)c(CO)c1
ZINC000022047789,CC(C)(C)NC[C@H](O)c1ccc(OS(=O)(=O)O)c(CO)c1
ZINC000022446634,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
ZINC000030691548,CCOc1c(N)c2c(c(OCC)c1OCC)[C@H]([C@H]1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
ZINC000030691552,CCOc1c(N)c2c(c(OCC)c1OCC)[C@@H]([C@H]1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
ZINC000030691556,CCOc1c(N)c2c(c(OCC)c1OCC)[C@H]([C@@H]1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
ZINC000030691561,CCOc1c(N)c2c(c(OCC)c1OCC)[C@@H]([C@@H]1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
ZINC000033650254,O=NN1CC[C@@H](O)C1
ZINC000033650255,O=NN1CC[C@H](O)C1
ZINC000039252793,NCC(=O)OCCO
ZINC000003780800,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O
ZINC000003830274,N[C@@H](CO)C(=O)NNCc1ccc(O)c(O)c1O
ZINC000003830375,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
ZINC000003830792,C#C[C@@]1(O)CC[C@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]21C
ZINC000003831238,C[C@H](CCc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1
ZINC000003873879,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
ZINC000003874606,CC(C)(CO)[C@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
ZINC000003882034,N=c1ccn2c(n1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@@H]12
ZINC000257372319,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
ZINC000001618046,OC[C@@H]1NC[C@H](O)[C@H](O)[C@@H]1O
ZINC000100026355,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
ZINC000002509755,Oc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12
ZINC000002526389,COc1ccc(O)cc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12
ZINC000002570884,CC(=O)Nc1c(NC=O)nc(O)n(C)c1=O
ZINC000003870515,OC[C@@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000017971067,OC[C@H](O)[C@H](O)CO
ZINC000004098984,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1
ZINC000004099050,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004261765,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
ZINC000000000733,CNC[C@@H](O)c1ccc(O)cc1
ZINC000169743072,C[Si](C)(C)O[Si](C)(C)C
ZINC000082105375,O=C(CSc1ccncc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CO)CS[C@@H]12
ZINC000248025593,CN[C@@H]1C[C@H](N)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@@H]23)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@@H]4O)[C@H]1O
ZINC000248025606,CN[C@@H]1C[C@H](N)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@@H]23)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@@H]4O)[C@@H]1O
ZINC000095617642,O=C1CC[C@@H](N2C(=O)C3=C[C@@H]4O[C@@H]4C=C3C2=O)C(=O)N1
ZINC000095617635,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000095618351,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1
ZINC000095619106,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)CO[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000000001601,c1coc(CNc2ncnc3[nH]cnc23)c1
ZINC000000039905,O=C(O)c1ccccn1
ZINC000000839083,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2cc(O)ccc2[nH]1
ZINC000001532844,C[C@@H](N)C(=O)CCCCCC(=O)O
ZINC000022061255,O=C1NC(=O)[C@H](N2C(=O)c3ccccc3C2=O)C[C@@H]1O
ZINC000022061261,O=C1NC(=O)[C@@H](N2C(=O)c3ccccc3C2=O)C[C@@H]1O
ZINC000022061293,CC(C)[C@@H](C(=O)O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(=O)CC[C@@H](C)O
ZINC000022061296,CC(C)[C@@H](C(=O)O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(=O)CC[C@H](C)O
ZINC000022063424,CN1CCC[C@@H]1c1ccc[n+](C)c1
ZINC000022066121,C=C/C=C(\CCC)C(=O)O
ZINC000022067493,C[C@@H](c1nc[n+]([O-])cc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
ZINC000022446674,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
ZINC000299818005,C[C@@H](C[C@@H](C[C@H](C[C@@H](C[C@@H](C)C(=O)O)C(=O)O)C[C@H](O)[C@H](O)C[C@@H](C[C@H](C[C@H](C)C(=O)O)C(=O)O)C[C@H](C[C@@H](C)C(=O)O)C(=O)O)C(=O)O)C(=O)O
ZINC000299818006,C[C@@H](C[C@H](C[C@H](C[C@H](C[C@H](C)C(=O)O)C(=O)O)C[C@@H](O)[C@@H](O)C[C@@H](C[C@@H](C[C@@H](C)C(=O)O)C(=O)O)C[C@H](C[C@H](C)C(=O)O)C(=O)O)C(=O)O)C(=O)O
ZINC000299818007,C[C@@H](C[C@@H](CC(C[C@H](C[C@H](C)C(=O)O)C(=O)O)C[C@@H](O)[C@@H](O)C[C@@H](C[C@@H](C[C@@H](C)C(=O)O)C(=O)O)C[C@H](C[C@H](C)C(=O)O)C(=O)O)C(=O)O)C(=O)O
ZINC000299818008,C[C@@H](C[C@@H](C[C@H](C[C@@H](C[C@@H](C)C(=O)O)C(=O)O)C[C@H](O)[C@H](O)C[C@H](C[C@@H](C[C@@H](C)C(=O)O)C(=O)O)C[C@H](C[C@H](C)C(=O)O)C(=O)O)C(=O)O)C(=O)O
ZINC000299818010,CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2/C(=C/C=C3/C[C@@H](O)CC[C@H]3C)CCC[C@]21C
ZINC000299818011,CC(C)[C@@H](C)/C=C/[C@H](C)[C@H]1CC[C@@H]2/C(=C/C=C3/C[C@@H](O)CC[C@H]3C)CCC[C@]21C
ZINC000299818012,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@@H](O)O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]4O)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000299818013,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
ZINC000299818014,C[C@@H]1C/C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(=O)O)[C@@H](O)C[C@@H]2O[C@@H]2/C=C\C(=O)O1
ZINC000299818015,C[C@@H]1C/C=C\C=C\C=C\C=C\[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(=O)O)[C@@H](O)C[C@@H]2O[C@@H]2/C=C\C(=O)O1
ZINC000299818016,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
ZINC000029130869,N=C1NCc2c(ccc(Cl)c2Cl)N1
ZINC000030691722,O=C(O[C@@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
ZINC000030731143,NC(=O)OCC(O)(COC(N)=O)c1ccccc1
ZINC000030731351,CCC1=N[C@@H](C)CC1(c1ccccc1)c1ccccc1
ZINC000030731355,CCC1=N[C@H](C)CC1(c1ccccc1)c1ccccc1
ZINC000031417974,C[C@@H](C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(C(=O)c2ccccc2)c1
ZINC000031417978,C[C@H](C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(C(=O)c2ccccc2)c1
ZINC000031460450,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
ZINC000031475642,CC(=O)O[C@]1(C(C)=O)C[C@@H](O)[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
ZINC000033994719,COc1ccc2c(c1)[C@H](CCNC(C)=O)C(=O)N2
ZINC000034045468,Clc1ccc(CCCOCCCN2CCCCC2)cc1
ZINC000034049000,CC(C)c1nc(NS(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
ZINC000003817152,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)cc[n+]1[O-]
ZINC000003830273,N[C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O
ZINC000003830280,CCN(CC)C(=O)[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1OC(C)=O
ZINC000003830390,N[C@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
ZINC000003830790,C#C[C@@]1(O)CC[C@H]2[C@H]3CCc4cc(O)ccc4[C@H]3CC[C@]21C
ZINC000003831236,C[C@H](N[C@H](C)CCc1ccccc1)[C@H](O)c1ccc(O)cc1
ZINC000004097338,N=C(N)NC[C@@H]1COC2(CCCCC2)O1
ZINC000013546270,Nc1ccn([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)C2(F)F)c(=O)n1
ZINC000017953024,CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
ZINC000021981233,O=C(c1ccc(O)cc1)c1ccc2n1CC[C@@H]2C(=O)O
ZINC000021981272,C[C@@H](O)c1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
ZINC000021981283,CNCc1nc(CSCCN/C(=C/[N+](=O)[O-])NC)cs1
ZINC000021981363,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccc(O)cn1
ZINC000022058301,C[N+]1([O-])CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
ZINC000022059617,NCCO/N=C(\CCCC(=O)O)c1ccc(C(F)(F)F)cc1
ZINC000022060295,O=C1NC2=Nc3ccc(Cl)c(Cl)c3CN2[C@@H]1O
ZINC000022060377,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000009212278,C[C@H](CCc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1
ZINC000011525623,CN(C(=O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I
ZINC000012503112,OC[C@@H]1O[C@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O
ZINC000002528486,Oc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12
ZINC000002528510,COc1ccc(O)cc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12
ZINC000003870514,OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000256007008,C[C@@H]1O[C@@H](Cc2ccccc2)O[C@@H]1C
ZINC000003977868,CC1(C)[C@@H](O)CC[C@@]2(C)[C@@H]1CC[C@]1(C)[C@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
ZINC000256066513,O[C@@H]1[C@H](O)[C@@]2(O)CC[C@@H](N2)[C@H]1O
ZINC000000135384,CC(=O)N[C@@H](CC(C)C)C(=O)O
ZINC000245224178,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000248025612,CN[C@@H]1C[C@H](N)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@H]23)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@@H]4O)[C@@H]1O
ZINC000095617636,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000095619107,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)CO[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000000001684,COc1ccc(O)cc1
ZINC000000608085,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21
ZINC000001529498,CCCCCCCCCCCC(=O)O
ZINC000013282550,C[N+]1([O-])CCC[C@@H]1c1cccnc1
ZINC000013449462,COc1cc2c(cc1O)C[C@H](CC1CCN(Cc3ccccc3)CC1)C2=O
ZINC000021981288,COc1c(C)cnc(C[S@@](=O)c2nc3cc(O)ccc3[nH]2)c1C
ZINC000021981290,COc1c(C)cnc(C[S@](=O)c2nc3cc(O)ccc3[nH]2)c1C
ZINC000012496045,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)c(C)c1C
ZINC000261494590,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000000538650,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1
ZINC000000538415,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
ZINC000261494591,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000261494592,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000261494615,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](O)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C
ZINC000261494621,CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C[C@H](O)C4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]12C
ZINC000261494627,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@H](O)C[C@@H]4[C@@H]3C(=C)C[C@@]21CC
ZINC000261494629,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@@H](O)C[C@@H]4[C@@H]3C(=C)C[C@@]21CC
ZINC000261494640,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@H]2CC[C@H](O)[C@@H](O)C2)CC(=O)[C@@H](C)/C=C(/C)[C@@H](O)[C@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C\1C
ZINC000261494644,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H]1C[C@H](O)[C@@]2(O)C(=O)CO
ZINC000261494650,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000261494652,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000261494656,CC(=O)O[C@@H]1C(=O)[C@]2(C)[C@H](O)[C@H](O)[C@@H]3OC[C@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](OC(=O)[C@@H](O)[C@@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(O)O
ZINC000261494658,CC(=O)O[C@@H]1C(=O)[C@]2(C)[C@H](O)[C@H](O)[C@@H]3OC[C@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](OC(=O)[C@@H](O)[C@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(O)O
ZINC000261494662,C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](O)[C@H](O)C3)[C@H](C)[C@H](O)CC1=O)[C@H](C)C[C@H]2OC
ZINC000006655356,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](N=C(N)N)C[C@H](C(=O)O)[C@@H]1O
ZINC000006845992,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
ZINC000008214363,CCO[C@@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
ZINC000008214414,COC[C@@H](O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I
ZINC000004213353,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
ZINC000004215173,C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12
